"fila_excel","tax","elev_msnm","colector","herbario","localidad","pais","departamento","municipio","fecha","habito","id","subpop_id"
391,"Serpocaulon fraxinifolium",2318,"Jaramillo-Mejía R. et al., 5241","COL 000335958","Colombia, Magdalena, Sierra Nevada de Santa Marta, Alto Río Buritacá, Cuchilla El Mirador, Transecto Buritacá.","Colombia","Magdalena","Sierra Nevada de Santa Marta","28328","He",423,73
392,"Serpocaulon fraxinifolium",1289,"Idrobo J.M. & R. E. Schultes 1142","COL 000335990","Colombia, Meta, Serrania de La Macarena, (extremo nordeste), macizo Rengifo, cumbre y alrededores.","Colombia","Meta","Serrania de La Macarena","18634","He",424,52
393,"Serpocaulon fraxinifolium",561,"Jaramillo R. 7313","COL 000335910","Colombia, Meta, Acacías, Colonia Penal y Agrícola de Oriente.","Colombia","Meta","Acacías","29804","He",425,54
394,"Serpocaulon fraxinifolium",561,"Jaramillo R. 7465","COL 000335970","Colombia, Meta, Acacías, Colonia Penal y Agrícola de Oriente.","Colombia","Meta","Acacías","29806",NA,426,54
395,"Serpocaulon fraxinifolium",2876,"O. de Benavides 3423","PSO 11273","Nariño, Ipiales, Km 24, carretera Ipiales-La Victoria","Colombia","Nariño","Ipiales","30278","Hr",427,1
396,"Serpocaulon fraxinifolium",2347,"Bristol M.L. 307","COL 000336025","Colombia, Putumayo, Valle del Río Sibundoy, camino de la hidraulica, 1 km Sibundoy.","Colombia","Putumayo","Valle del Río Sibundoy","22940",NA,428,3
397,"Serpocaulon fraxinifolium",3187,"Barinngton D.  526","PSO 4409","Putumayo, Vía Pasto-Mocoa, km 40","Colombia","Putumayo","Vía Pasto-Mocoa","26551","He",429,2
398,"Serpocaulon fraxinifolium",1968,"Arbelaez G. et al., 1038","HUA 61838","Quindio, Filandia, via el Roble-Morro Azul","Colombia","Quindio","Filandia","31293","Hr",430,30
399,"Serpocaulon fraxinifolium",1968,"G. Arbelaez S. et al., 1038","HUQ 2953","Quindio, Filandia, Carretera El Roble-Morro Azul.","Colombia","Quindio","Filandia","31293","nr",431,30
400,"Serpocaulon fraxinifolium",1798,"G. Arbelaez et al., 1365","HUQ 2981","Quindio, Pijao, Río Lejos, Margen izquierda Hacienda La Playa.","Colombia","Quindio","Pijao","31525","nr",432,28
401,"Serpocaulon fraxinifolium",2549,"C. Vélez et al., 1357","HUQ 7333","Quindio, Genova, vía Finca Las Mirlas-Servia.","Colombia","Quindio","Genova","32992","Sc",433,27
402,"Serpocaulon fraxinifolium",2842,"C. A. Agudelo et al., 1707","COL 336352","Quindio, Salento, Reserva Acaime.","Colombia","Quindio","Salento","33370","Sc",434,30
403,"Serpocaulon fraxinifolium",2842,"C. A. Agudelo et al., 1707","HUQ 10006","Quindio, Salento, Reserva Acaime.","Colombia","Quindio","Salento","33370","Sc",435,30
404,"Serpocaulon fraxinifolium",2693,"C. Vélez et al., 3429","HUQ 12771","Quindio, Calarca, Vereda Planadas.","Colombia","Quindio","Calarca","34232","Sc",436,29
405,"Serpocaulon fraxinifolium",2501,"C. Vélez et al., 5027","HUQ 14794","Quindio, Genova, Vereda San Juan Alto, Finca la Caucasia.","Colombia","Quindio","Genova","34838","Sc",437,26
406,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 3110","FAUC xxx","Colombia, Quindio, Salento, vereda Cocora, vía a Estrella de Agua.","Colombia","Quindio","Salento","40017","Hem",438,30
407,"Serpocaulon fraxinifolium",2087,"Sanín D. et al., 3088","FAUC xxx","Colombia, Quindío, Salento, Vereda Boquía. Sector la Pata Sola, flanco sur-oriental del río Boquía. Al frente el departamento del Quindío y detrás delSantuarío Otún Quimbaya.","Colombia","Quindío","Salento","40014","He",440,30
408,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 3108","FAUC xxx","Colombia, Quindío, Salento, Vereda Cocora, Vía a Estrella de Agua, camino con mosaico sucesionales de Aliso.","Colombia","Quindío","Salento","40017","Hem",441,30
409,"Serpocaulon fraxinifolium",3052,"Torres J.H. et al., 1390","COL 264911","Colombia, Risaralda, Santuario, vereda Las Colonias, 200 m arriba del campamento.","Colombia","Risaralda","Santuario","30348",NA,442,20
410,"Serpocaulon fraxinifolium",2254,"J.H. Torres et al., 2205","COL 265065","Risaralda, Apía, vereda La Cumbre","Colombia","Risaralda","Apía","30644","He",443,20
411,"Serpocaulon fraxinifolium",2543,"C.A. Agudelo et al., 11","HUQ 6814","Risaralda, Pereira, Parque Natural Ucumarí, Vereda El Bosque.","Colombia","Risaralda","Pereira","32790","Ru",444,30
412,"Serpocaulon fraxinifolium",2543,"Franco-Roselli P. et al., 2807","COL 000336060","Colombia, Risaralda, Pereira, Parque Regional Ucumarí, entre La Pastora y Caylan.","Colombia","Risaralda","Pereira","32844","He",445,30
413,"Serpocaulon fraxinifolium",1864,"Duque Quintero J.M. 19","FAUC 10676","Colombia, Risaralda, Pereira, Santuario de Fauna y Flora Otun Quimbaya","Colombia","Risaralda","Pereira","38315","Hr",446,30
414,"Serpocaulon fraxinifolium",2543,"Sanín D. & N. Castaño 1782","FAUC 04000","Colombia, Risaralda, Pereira, Parque Regional Ucumarí.","Colombia","Risaralda","Pereira","38738","He",447,30
415,"Serpocaulon fraxinifolium",1864,"Sanín D. et al., 2445","HUA XXX","Colombia, Risaralda, Pereira, Reserva Otun Quimbaya, zona amortiguadora del Parque Los Nevados.","Colombia","Risaralda","Pereira","40006","He-Hr",448,30
416,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 2478","HUA","Colombia, Risaralda, Santa Rosa de Cabal, Reserva Central Hidroelectrica de Caldas, Zona Amortiguadora del Parque los Nevados.","Colombia","Risaralda","Santa Rosa de Cabal","40009","He",449,43
417,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 3007","FAUC XXX","Colombia, Risaralda, Santa Rosa de Cabal, Reserva Central Hidroelectrica de Caldas, Zona Amortiguadora del Parque los Nevado.","Colombia","Risaralda","Santa Rosa de Cabal","40009","He",450,43
418,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 2499","HUA XXX","Colombia, Risaralda, Santa Rosa de Cabal, Reserva Central Hidroelectrica de Caldas-CHEC, zona amortiguadora del Parque Los Nevados.","Colombia","Risaralda","Santa Rosa de Cabal","40010","He",451,43
419,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 4236","COL xxx","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, Monte Sancudo.","Colombia","Risaralda","Santuario","40744","He",452,20
420,"Serpocaulon fraxinifolium",1864,"Sanín D & V. Torrez 5122","HUA xxx","Colombia, Risaralda, Pereira, Santuario de Fauna y Flora Otun Quimbaya, senderos al interior del Santuario.","Colombia","Risaralda","Pereira","41019","He",453,30
421,"Serpocaulon fraxinifolium",1864,"Sanín D. & V. Torrez 5123","HUA XXX","Colombia, Risaralda, Pereira, Santuario de Fauna y Flora Otun Quimbaya","Colombia","Risaralda","Pereira","41019","He",454,30
422,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 4307","HUA XXX","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, descenso Valle de las Mirlas.","Colombia","Risaralda","Santuario","40558","He",455,20
423,"Serpocaulon fraxinifolium",NA,"Sanín D. et al., 4312","FAUC XXX","Colombia, Risaralda, Santuario, Parque Nacional Natural Tatamá, descenso Monte Mosquito.","Colombia","Risaralda","Santuario","40558","He",456,20
424,"Serpocaulon fraxinifolium",807,"Haught O. 1950","COL 000335981","Colombia, Santander, Cerro Armas.","Colombia","Santander","Cerro Armas.","13355","He",457,69
425,"Serpocaulon fraxinifolium",1743,"Fernández- Alonso J.L. et al., 6245","COL 000336063","Colombia, Santander, Virolin.","Colombia","Santander","Virolin.","31538",NA,458,67
426,"Serpocaulon fraxinifolium",1992,"Orozco C.I. et al., 1571","COL 000335766","Colombia, Santander, Charta, carretera hacia El Roble.","Colombia","Santander","Charta","31862","He",459,71
427,"Serpocaulon fraxinifolium",NA,"Cadena-M.J.J. et al., 33","COL 000336067","Colombia, Santander, Charalá, vereda Santa Helena, predio La Sierra, margen Izquierdo de aguas abajo del río La Rusia, Santuario de Fauna y Flora Guantená, Alto Río Fonce.","Colombia","Santander","Charalá","35747","He",460,66
428,"Serpocaulon fraxinifolium",2827,"J.M. Idrobo et al., 10324","COL 218228","Tolima, Santa Isabel, Vereda La Yuca, cerca de la Bodega, Finca Buenavista, Alto La Esperanza","Colombia","Tolima","Santa Isabel","29433","He",461,58
429,"Serpocaulon fraxinifolium",2367,"J.M. Idrobo & J. Aguirre 10355","COL 300156","Tolima, Santa Isabel, Vereda Purima, Cerro Purima.","Colombia","Tolima","Santa Isabel","29434","nr",462,58
430,"Serpocaulon fraxinifolium",2367,"J.M. Idrobo et al., 10448","COL 219379","Tolima, Santa Isabel, Vereda Purima, Finca El Prado, Cordillera Central, Vertiente Oriental","Colombia","Tolima","Santa Isabel","29435","He",463,58
431,"Serpocaulon fraxinifolium",2245,"Correa E. 42","FAUC 4806","Tolima, Murillo, El Tambo, Escuela El Tambo","Colombia","Tolima","Murillo","37707","nr",464,60
432,"Serpocaulon fraxinifolium",2033,"Sanín D. et al., 3176","FAUC XXX","Colombia, Tolima, Ibague, corregimiento de Juntas, vía La Escuela El Salto.","Colombia","Tolima","Ibague","40022","He",465,42
433,"Serpocaulon fraxinifolium",2033,"Sanín D. et al., 3173","FAUC XXX","Colombia, Tolima, Ibague, corregimiento de Juntas, vía La Escuela El Salto.","Colombia","Tolima","Ibague","40022","He",466,42
434,"Serpocaulon fraxinifolium",1640,"E.P. Killip & H. Garcia 33717","COL 17999","Valle, Monte Frio, Yanaconas","Colombia","Valle","Monte Frio","14303","Hr",467,14
435,"Serpocaulon fraxinifolium",NA,"A. Juncosa 2036","CUVC 17448","Valle, Vía El Danubio, cerca al Campamento de la CVC ""Yatacue"", Alto Anchicaya.","Colombia","Valle","Vía El Danubio","30719","Hr",468,15
436,"Serpocaulon fraxinifolium",1800,"Duque-Jaramillo J.M. 1862","COL 43934","Valle del Cauca, Hoya del Río Calí, El Recuerdo.","Colombia","Valle del Cauca","Hoya del Río Calí","14032","He",469,14
437,"Serpocaulon fraxinifolium",31,"de la Sota E. & M.T. Murillo 6311","COL 000336065","Colombia, Valle del Cauca, carretera vieja Calí-Buenaventura, Km 91 ca, Sabaleta.","Colombia","Valle del Cauca","carretera vieja Calí-Buenaventura","27935","Rup",470,17
438,"Serpocaulon fraxinifolium",1859,"Benalcazar C. & F. Silva 229","COL 000336045","Colombia, Valle del Cauca, Peñas Blancas, Cuenca del Río Pichindé.","Colombia","Valle del Cauca","Peñas Blancas","28615","He",471,14
439,"Serpocaulon fraxinifolium",2847,"Ruiz R. & Beltrán A. 754","PSO 39273","Colombia, Valle del Cauca, Palmira, I.P. Tenjo, quebrada Los Cuervos.","Colombia","Valle del Cauca","Palmira","33057","He",472,16
440,"Serpocaulon fraxinifolium",3944,"Sanín D. & E. Sanín 2701","FAUC XXX","Colombia, Valle del Cauca, Cali, Parque Nacional Natural Farallones de Cali, Vereda Pance, Reserva Amor y Paz, via a Balcones, Pico Pance.","Colombia","Valle del Cauca","Cali","39815","He-Hr",473,13
441,"Serpocaulon fraxinifolium",3944,"Sanín D. & E. Sanín 2705","HUA XXX","Colombia, Valle del Cauca, Calí, Parque Nacional Natural Farallones de Calí, vereda Pance, Reserva Amor y Paz, vía a Balcones, Pico Pance.","Colombia","Valle del Cauca","Calí","39815","He",474,13
442,"Serpocaulon funckii",NA,"A. L. Arbelaez et al., 113","HUA 47285","Antioquia, Sonsón, Páramo de Sonsón","Colombia","Antioquia","Sonsón","31965","Hes",475,12
443,"Serpocaulon funckii",NA,"W. Rodriguez et al., 4008","HUA 141989","Antioquia, Anorí, Reserva la Forzosa","Colombia","Antioquia","Anorí","37891","Hes",476,17
444,"Serpocaulon funckii",NA,"Hno. Daniel 559","Col 1000","Colombia, Antioquia, San Pedro.","Colombia","Antioquia","San Pedro.","13850",NA,477,6
445,"Serpocaulon funckii",1854,"Contreras N & D. L.Echeverri 112","HUA 66492","Colombia, Antioquia, Guatapé, vereda Santa Rita, Finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatapé","25542",NA,478,15
446,"Serpocaulon funckii",NA,"Atheortúa L.  & R.Callejas 290","HUA 4982","Colombia, Antioquia, Entre Granada y San Carlos.","Colombia","Antioquia","Entre Granada y San Carlos.","27944","He",479,14
447,"Serpocaulon funckii",NA,"Atheortúa L.  & R.Callejas 290","JAUM 037","Colombia, Antioquia, Entre Granada y San Carlos.","Colombia","Antioquia","Entre Granada y San Carlos.","27944",NA,480,14
448,"Serpocaulon funckii",3284,"Acosta Arteaga C.E. 1098","COL 000336114","Colombia, Boyacá, Samacá, inmediaciones de la Represa Teatinos.","Colombia","Boyacá","Samacá","28035",NA,481,11
449,"Serpocaulon funckii",NA,"Callejas R. et al., 364","HUA 5357","Colombia, Antioquia, Ríonegro (Santa Elena), Sajonia km 21","Colombia","Antioquia","Ríonegro (Santa Elena)","28307",NA,482,5
450,"Serpocaulon funckii",NA,"Atheortúa L. et al., 387","HUA 5130","Colombia, Antioquia, Ríonegro (Santa Elena), Sajonia km 21","Colombia","Antioquia","Ríonegro (Santa Elena)","28307",NA,483,5
451,"Serpocaulon funckii",2157,"Jaramillo Mejia R. et al., 7062","COL 000336105","Colombia, Cundinamarca, Cordillera Oriental, Municipio de San Bernardo, vereda Santa Rita, Alto de Buenos Aires.","Colombia","Cundinamarca","Cordillera Oriental","29792",NA,485,10
452,"Serpocaulon funckii",1854,"Albert de Escobar L.A. 2385","HUA 16558","Colombia, Antioquia, Guatapé, borde con Mpio. San Rafael, Finca Montepinar.","Colombia","Antioquia","Guatapé","30225",NA,486,15
453,"Serpocaulon funckii",1854,"Albert de Escobar L.A. 4976","HUA 23706","Colombia, Antioquia, Guatape, vereda Santa Rita. Bosque Húmedo","Colombia","Antioquia","Guatape","31120",NA,487,15
454,"Serpocaulon funckii",1854,"Albert de Escobar L.A. et al., 6550","HUA 28625","Colombia, Antioquia, Guatapé, bosque Húmedo.","Colombia","Antioquia","Guatapé","31491",NA,488,15
455,"Serpocaulon funckii",2492,"Orozco C.I. et al., 1721A","COL 000336083","Colombia, Norte de Santander, Herrán, Parque Nacional Natural Tamá, Sector Orocue.","Colombia","Norte de Santander","Herrán","31868",NA,489,19
456,"Serpocaulon funckii",2487,"Fonnegra R et al., 2235","HUA 37516","Colombia, Antioquia, Medellín-Guarne, Granja Forestal Universidad Nacional, antigua vía Medellín-Guarne.","Colombia","Antioquia","Medellín-Guarne","31920",NA,490,5
457,"Serpocaulon funckii",2431,"Arbeláez A.L. et al., 49","MEDEL 25776","Colombia, Antioqiua, La Unión, carretera de la Unión a San Miguel.","Colombia","Antioqiua","La Unión","31963",NA,491,13
458,"Serpocaulon funckii",2431,"Arbeláez A.L. et al., 49","HUA 46146","Colombia, Antioqiua, La Unión, carretera de la Unión a San Miguel.","Colombia","Antioqiua","La Unión","31963",NA,492,13
459,"Serpocaulon funckii",2431,"Arbeláez A.L. et al., 49","HUA 55265","Colombia, Antioqiua, La Unión, carretera de la Unión a San Miguel.","Colombia","Antioqiua","La Unión","31963",NA,493,13
460,"Serpocaulon funckii",NA,"Ruíz P.M. 22","COL 327723","Colombia, Risaralda, Pueblo Rico, quebrada San José, km 21 carretera Pueblo Rico-Villa claret, bosque primaio residual.","Colombia","Risaralda","Pueblo Rico","32010",NA,494,3
461,"Serpocaulon funckii",NA,"MacDougal J.M. et al., 3996","HUA 62718","Colombia, Antioquia, Amalfi, road between Amalfi and Fraguas, near Salazar, 17,5-19,8 km from centro of Amafi, bosque humedo premontano. Trated with etanol.","Colombia","Antioquia","Amalfi","32187",NA,495,17
462,"Serpocaulon funckii",NA,"Betancurt J.et al., 928","HUA 55760","Colombia, Antioquia, Amalfi, vereda El Oso, 13-16 km de Amalfi a Medellín, Cordillera Central.","Colombia","Antioquia","Amalfi","32416",NA,496,17
463,"Serpocaulon funckii",784,"McPerson G. 12972","HUA 58903","Colombia, Antioquia, Frontino, area called Murrí, in western central part department; ca 22 road-km from Nutibara; forest at roadside.","Colombia","Antioquia","Frontino","32451","He",497,9
464,"Serpocaulon funckii",1854,"Contreras N & D. L.Echeverri 58","HUA 66138","Colombia, Antioquia, Guatapé, vereda Santa Rita, Finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatapé","32819",NA,498,15
465,"Serpocaulon funckii",1854,"Echeverri D.L.  & N. Contreras 99","HUA 66279","Colombia, Antioquia, Guatapé, Vda. Santa Rita, Finca Montepinar, bosque pluvial.","Colombia","Antioquia","Guatapé","32833",NA,499,15
466,"Serpocaulon funckii",1854,"Contreras N. & D.L. Echeverri 99","HUA 66275","Colombia, Antioquia, Guatapé, Vda. Santa Rita, Finca Montepinar, bosque pluvial.","Colombia","Antioquia","Guatapé","32833",NA,500,15
467,"Serpocaulon funckii",1854,"Contreras N. & D.L. Echeverri 67","HUA 66159","Colombia, Antioquia, Guatapé, vereda Santa Rita, Finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatapé","32833",NA,501,15
468,"Serpocaulon funckii",1854,"Echeverri D.L.  & N. Contreras 200","HUA 66508","Colombia, Antioquia, Guatapé, Vda. Santa Rita, Finca Montepinar","Colombia","Antioquia","Guatapé","32910","Hes",502,15
469,"Serpocaulon funckii",1854,"Contreras N & D. L.Echeverri 213","HUA 67341","Colombia, Antioquia, Guatape, vereda Santa Rita, finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatape","32938",NA,503,15
470,"Serpocaulon funckii",1854,"Contreras N. & D.L. Echeverri 211","HUA 67340","Colombia, Antioquia, Guatapé, Vda. Santa Rita, Finca Montepinar, bosque pluvial.","Colombia","Antioquia","Guatapé","32938",NA,504,15
471,"Serpocaulon funckii",1854,"Echeverri D.L.  & N. Contreras 258","HUA 69503","Colombia, Antioquia, Guatapé, Vda. Santa Rita, Finca Montepinar, bosque pluvial.","Colombia","Antioquia","Guatapé","32952",NA,505,15
472,"Serpocaulon funckii",1854,"Contreras N. & D.L. Echeverri 249","HUA 67882","Colombia, Antioquia, Guatapé, vereda Santa Rita, Finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatapé","32952",NA,506,15
473,"Serpocaulon funckii",1854,"Contreras N. & D.L. Echeverri 318","HUA 69650","Colombia, Antioquia, Guatapé, vereda Santa Rita, Finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatapé","33001",NA,507,15
474,"Serpocaulon funckii",1854,"Contreras N & D. L.Echeverri 347","HUA 70968","Colombia, Antioquia, Guatape, vereda Santa Rita, finca Montepinar. Bosque Pluvial.","Colombia","Antioquia","Guatape","33015",NA,508,15
475,"Serpocaulon funckii",2296,"Callejas R. & F.J. Roldan 9643","HUA 85754","Colombia, Antioquia, Rio Negro, vereda Yarumales.","Colombia","Antioquia","Rio Negro","33189",NA,509,5
476,"Serpocaulon funckii",NA,"Giraldo L.F. & G. Murillo 888","HUA 111196","Colombia, Antioquia, Medellín, corregimiento de Alta Vista, vereda Manzanares, cabecera de la Quebrada La Coástica (La Peña) y la Perla.","Colombia","Antioquia","Medellín","35253",NA,510,5
477,"Serpocaulon funckii",NA,"Giraldo L.F. & G. Murillo 888","JAUM 27680","Colombia, Antioquia, Medellín, corregimiento de Alta Vista, vereda Manzanares, cabecera de la Quebrada La Coástica (La Peña) y la Perla.","Colombia","Antioquia","Medellín","35253",NA,511,5
478,"Serpocaulon funckii",1783,"Casañas Suárez O.L. 171","CAUP 7082","Colombia, El Tambo, Reserva Natural Tambito.","Colombia","El Tambo","Reserva Natural Tambito.","36599",NA,512,1
479,"Serpocaulon funckii",NA,"Velásquez et al., 1651","HUA 159538","Colombia, Barbosa, vereda Monte Loro, Cuchilla de Monte Loro, Bosque Guayabal.","Colombia","Barbosa","vereda Monte Loro","36663",NA,513,16
